
> @link-assistant/hive-mind@2.1.9 format
experiments/test-issue-1337-json-warning.mjs 11ms (unchanged)
experiments/test-issue-159-fix.mjs 12ms (unchanged)
experiments/test-issue-306-auto-issue-creator.mjs 12ms (unchanged)
experiments/test-issue-309-fix.mjs 13ms (unchanged)
experiments/test-issue-322-fix.mjs 10ms (unchanged)
experiments/test-issue-346-fix.mjs 7ms (unchanged)
experiments/test-issue-377-path-resolution.mjs 6ms (unchanged)
experiments/test-issue-377-spawn-implementation.mjs 9ms (unchanged)
experiments/test-issue-377-telegram-bot-fix.mjs 7ms (unchanged)
experiments/test-issue-400-fix.mjs 27ms (unchanged)
experiments/test-issue-453-final.mjs 8ms (unchanged)
experiments/test-issue-453.mjs 3ms (unchanged)
experiments/test-issue-468-preserve-claude-md.mjs 11ms (unchanged)
experiments/test-issue-475-fix.mjs 10ms (unchanged)
experiments/test-issue-477-warning-detection.mjs 7ms (unchanged)
experiments/test-issue-509-fix.mjs 8ms (unchanged)
experiments/test-issue-625-revert-fix.mjs 20ms (unchanged)
experiments/test-issue-651-argv-positional.mjs 11ms (unchanged)
experiments/test-issue-687-tempdir-fix.mjs 6ms (unchanged)
experiments/test-issue-855-output-style.mjs 13ms (unchanged)
experiments/test-issue-894-fix.mjs 10ms (unchanged)
experiments/test-issue-895-feedback-filter.mjs 8ms (unchanged)
experiments/test-issue-order-flag.mjs 7ms (unchanged)
experiments/test-issue-recheck.mjs 6ms (unchanged)
experiments/test-language-detection.mjs 9ms (unchanged)
experiments/test-large-body.mjs 6ms (unchanged)
experiments/test-large-log-handling.mjs 4ms (unchanged)
experiments/test-lenv-full-flow.mjs 9ms (unchanged)
experiments/test-lenv-invalid-chars.mjs 5ms (unchanged)
experiments/test-lenv-parsing-issue-1086.mjs 8ms (unchanged)
experiments/test-lenv-reader.mjs 10ms (unchanged)
experiments/test-lenv-rejection.mjs 4ms (unchanged)
experiments/test-limit-fix.mjs 8ms (unchanged)
experiments/test-limit-patterns.mjs 6ms (unchanged)
experiments/test-limits-api.mjs 7ms (unchanged)
experiments/test-limits-display.mjs 7ms (unchanged)
experiments/test-limits-format.mjs 5ms (unchanged)
experiments/test-limits-output-1137.mjs 10ms (unchanged)
experiments/test-limits-parsing.mjs 6ms (unchanged)
experiments/test-link-entity.mjs 12ms (unchanged)
experiments/test-links-notation.mjs 6ms (unchanged)
experiments/test-lino-blanklines.mjs 2ms (unchanged)
experiments/test-lino-mixed.mjs 2ms (unchanged)
experiments/test-lino-multiline.mjs 3ms (unchanged)
experiments/test-lino-parse.mjs 2ms (unchanged)
experiments/test-lino-parser.mjs 4ms (unchanged)
experiments/test-lino-parsing-issue-1086.mjs 7ms (unchanged)
experiments/test-lino-parsing.mjs 4ms (unchanged)
experiments/test-lino-references.mjs 3ms (unchanged)
experiments/test-loadavg.mjs 4ms (unchanged)
experiments/test-local-ci-checks.mjs 5ms (unchanged)
experiments/test-log-compression.mjs 11ms (unchanged)
experiments/test-log-file-content.mjs 5ms (unchanged)
experiments/test-log-no-truncation.mjs 5ms (unchanged)
experiments/test-log-paths.mjs 7ms (unchanged)
experiments/test-log-rename-fix.mjs 18ms (unchanged)
experiments/test-malformed-args.mjs 8ms (unchanged)
experiments/test-markdown-parsing-issue-1497.mjs 17ms (unchanged)
experiments/test-memory-check.mjs 8ms (unchanged)
experiments/test-memory-fix.mjs 3ms (unchanged)
experiments/test-memory-lowthreshold.mjs 6ms (unchanged)
experiments/test-memory-monitoring-fix.mjs 5ms (unchanged)
experiments/test-merged-pr-branch-reuse.mjs 12ms (unchanged)
experiments/test-model-default-fix.mjs 5ms (unchanged)
experiments/test-model-fix.mjs 4ms (unchanged)
experiments/test-model-mapping.mjs 5ms (unchanged)
experiments/test-model-validation.mjs 15ms (unchanged)
experiments/test-non-bot-comment-detection.mjs 9ms (unchanged)
experiments/test-non-json-output.mjs 6ms (unchanged)
experiments/test-npm-files.mjs 11ms (unchanged)
experiments/test-number-formatting.mjs 10ms (unchanged)
experiments/test-once-option.mjs 5ms (unchanged)
experiments/test-opencode-correct.mjs 4ms (unchanged)
experiments/test-opencode-fix.mjs 3ms (unchanged)
experiments/test-opencode-grok.mjs 5ms (unchanged)
experiments/test-opencode-stderr-fix.mjs 11ms (unchanged)
experiments/test-opencode-validation-fix.mjs 5ms (unchanged)
experiments/test-option-suggestions.mjs 11ms (unchanged)
experiments/test-original-parseStringValues.mjs 6ms (unchanged)
experiments/test-output-improvements.mjs 5ms (unchanged)
experiments/test-pagination.mjs 6ms (unchanged)
experiments/test-parse-agent-tokens.mjs 9ms (unchanged)
experiments/test-parse-real-format.mjs 11ms (unchanged)
experiments/test-paths-filter-1582.mjs 7ms (unchanged)
experiments/test-per-model-usage-calculation.mjs 20ms (unchanged)
experiments/test-phantom-error-fix.mjs 15ms (unchanged)
experiments/test-positive-form-options.mjs 8ms (unchanged)
experiments/test-pr-body-update.mjs 4ms (unchanged)
experiments/test-pr-checking-comparison.mjs 11ms (unchanged)
experiments/test-pr-comment-message.mjs 4ms (unchanged)
experiments/test-pr-creation-failure.mjs 8ms (unchanged)
experiments/test-pr-creation-fix.mjs 9ms (unchanged)
experiments/test-pr-merge-status-feedback.mjs 21ms (unchanged)
experiments/test-pr-state-check.mjs 9ms (unchanged)
experiments/test-pr-vs-issue-detection.mjs 10ms (unchanged)
experiments/test-prefix-fork-name.mjs 20ms (unchanged)
experiments/test-pricing-fix-issue-667.mjs 83ms (unchanged)
experiments/test-project-fetch.mjs 5ms (unchanged)
experiments/test-prompt-general-purpose-sub-agents.mjs 20ms (unchanged)
experiments/test-prompt-plan-sub-agent.mjs 50ms (unchanged)
experiments/test-queue-render.mjs 15ms (unchanged)
experiments/test-quote-escaping.mjs 5ms (unchanged)
experiments/test-quote-issue.mjs 5ms (unchanged)
experiments/test-qwen-integration.mjs 8ms (unchanged)
experiments/test-rate-limit-errors.mjs 17ms (unchanged)
experiments/test-rate-limit-fallback.mjs 5ms (unchanged)
experiments/test-rate-limits.mjs 8ms (unchanged)
experiments/test-raw-command-log.mjs 9ms (unchanged)
experiments/test-regex.mjs 3ms (unchanged)
experiments/test-regular-prompt.mjs 3ms (unchanged)
experiments/test-relative-time.mjs 3ms (unchanged)
experiments/test-renamed-fork-relationship.mjs 13ms (unchanged)
experiments/test-resolve-model-id-1473.mjs 4ms (unchanged)
experiments/test-review.mjs 9ms (unchanged)
experiments/test-screen-integration.mjs 12ms (unchanged)
experiments/test-screen-name-fix.mjs 11ms (unchanged)
experiments/test-screen-name-parsing.mjs 12ms (unchanged)
experiments/test-secretlint-api.mjs 9ms (unchanged)
experiments/test-semver-comparison.mjs 7ms (unchanged)
experiments/test-session-reuse.mjs 10ms (unchanged)
experiments/test-session-tracking.mjs 13ms (unchanged)
experiments/test-silent-command.mjs 3ms (unchanged)
experiments/test-simple-command.mjs 5ms (unchanged)
experiments/test-simple-detection.mjs 3ms (unchanged)
experiments/test-simple-flags.mjs 4ms (unchanged)
experiments/test-simple.mjs 4ms (unchanged)
experiments/test-solve-dry-run.mjs 7ms (unchanged)
experiments/test-solve-log-rename.mjs 5ms (unchanged)
experiments/test-solve-reply-feature.mjs 7ms (unchanged)
experiments/test-solve-stderr.mjs 8ms (unchanged)
experiments/test-sonnet-4-5-model.mjs 7ms (unchanged)
experiments/test-spawn-env-passing.mjs 12ms (unchanged)
experiments/test-spawn-fix.mjs 19ms (unchanged)
experiments/test-special-char-handling.mjs 9ms (unchanged)
experiments/test-split-fence.mjs 7ms (unchanged)
experiments/test-start-screen.mjs 22ms (unchanged)
experiments/test-start-stop-command.mjs 28ms (unchanged)
experiments/test-stderr-errors.mjs 5ms (unchanged)
experiments/test-stdio-interceptor.mjs 6ms (unchanged)
experiments/test-streaming-fix.mjs 9ms (unchanged)
experiments/test-strict-argv-vs-parse.mjs 5ms (unchanged)
experiments/test-strict-final-approach.mjs 26ms (unchanged)
experiments/test-strict-final.mjs 14ms (unchanged)
experiments/test-strict-mode-issue-482.mjs 6ms (unchanged)
experiments/test-strict-options-fix.mjs 4ms (unchanged)
experiments/test-strict-properly.mjs 8ms (unchanged)
experiments/test-strict-simple.mjs 4ms (unchanged)
experiments/test-strict-vs-strictoptions.mjs 4ms (unchanged)
experiments/test-strict-with-invalid-option.mjs 5ms (unchanged)
experiments/test-strict-with-tracking.mjs 7ms (unchanged)
experiments/test-swap-display.mjs 4ms (unchanged)
experiments/test-swap-issue-509.mjs 6ms (unchanged)
experiments/test-task.mjs 10ms (unchanged)
experiments/test-telegraf-load.mjs 3ms (unchanged)
experiments/test-telegraf-webhook-issue.mjs 6ms (unchanged)
experiments/test-telegram-bot-error-handling.mjs 21ms (unchanged)
experiments/test-telegram-bot-hero-configuration.mjs 6ms (unchanged)
experiments/test-telegram-bot-init.mjs 7ms (unchanged)
experiments/test-telegram-bot-message-reception.mjs 6ms (unchanged)
experiments/test-telegram-bot-old-message-filter.mjs 9ms (unchanged)
experiments/test-telegram-bot-overrides.mjs 8ms (unchanged)
experiments/test-telegram-bot-privacy-mode.mjs 11ms (unchanged)
experiments/test-telegram-bot-scenario.mjs 4ms (unchanged)
experiments/test-telegram-bot-specific-url.mjs 10ms (unchanged)
experiments/test-telegram-bot-timeout-fix.mjs 5ms (unchanged)
experiments/test-telegram-bot-validation.mjs 12ms (unchanged)
experiments/test-telegram-bot-verbose-logging.mjs 10ms (unchanged)
experiments/test-telegram-bot-webhook-deletion.mjs 7ms (unchanged)
experiments/test-telegram-bot-with-configuration.mjs 6ms (unchanged)
experiments/test-telegram-em-dash.mjs 8ms (unchanged)
experiments/test-telegram-forward-reply-filter.mjs 8ms (unchanged)
experiments/test-telegram-markdown-escaping.mjs 7ms (unchanged)
experiments/test-telegram-message-structure.mjs 8ms (unchanged)
experiments/test-telegram-reply-threading.mjs 5ms (unchanged)
experiments/test-telegram-theory.mjs 11ms (unchanged)
experiments/test-think-option.mjs 9ms (unchanged)
experiments/test-think-ultra-hard.mjs 7ms (unchanged)
experiments/test-timestamp-fix.mjs 9ms (unchanged)
experiments/test-timestamps.mjs 12ms (unchanged)
experiments/test-timing.mjs 8ms (unchanged)
experiments/test-token-calculation.mjs 9ms (unchanged)
experiments/test-token-masking-false-positives.mjs 10ms (unchanged)
experiments/test-token-masking.mjs 9ms (unchanged)
experiments/test-tokens-budget-stats-fix.mjs 17ms (unchanged)
experiments/test-tokens-budget-stats.mjs 10ms (unchanged)
experiments/test-tool-check-flag.mjs 10ms (unchanged)
experiments/test-top-command.mjs 9ms (unchanged)
experiments/test-total-memory-only.mjs 6ms (unchanged)
experiments/test-uncommitted-changes-message.mjs 11ms (unchanged)
experiments/test-uncommitted-changes.mjs 12ms (unchanged)
experiments/test-undefined-vars.mjs 7ms (unchanged)
experiments/test-uptime.mjs 2ms (unchanged)
experiments/test-url-validation-improvements.mjs 9ms (unchanged)
experiments/test-usage-api-cache-ttl.mjs 23ms (unchanged)
experiments/test-usage-limit-detection.mjs 15ms (unchanged)
experiments/test-user-fallback-integration.mjs 14ms (unchanged)
experiments/test-version-bump-verification.mjs 15ms (unchanged)
experiments/test-version-info.mjs 10ms (unchanged)
experiments/test-version-output.mjs 15ms (unchanged)
experiments/test-version.mjs 2ms (unchanged)
experiments/test-visibility-based-cleanup.mjs 11ms (unchanged)
experiments/test-vision-capability.mjs 13ms (unchanged)
experiments/test-watch-import.mjs 5ms (unchanged)
experiments/test-watch-mode.mjs 12ms (unchanged)
experiments/test-with-hideBin.mjs 10ms (unchanged)
experiments/test-with-quotes.mjs 9ms (unchanged)
experiments/test-worker-prefix.mjs 3ms (unchanged)
experiments/test-yargs-behavior.mjs 6ms (unchanged)
experiments/test-yargs-em-dash.mjs 7ms (unchanged)
experiments/test-yargs-initialization.mjs 10ms (unchanged)
experiments/test-yargs-negation.mjs 8ms (unchanged)
experiments/test-yargs-parse-methods.mjs 13ms (unchanged)
experiments/test-yargs-positional.mjs 9ms (unchanged)
experiments/test-yargs-simple.mjs 6ms (unchanged)
experiments/test-yargs-validation.mjs 5ms (unchanged)
experiments/test-youtrack-integration.mjs 5ms (unchanged)
experiments/thinking-budget-test.mjs 38ms (unchanged)
experiments/upstream-start-enrichDetachedStatus-flip.mjs 30ms (unchanged)
experiments/usage-limit-demo.mjs 4ms (unchanged)
experiments/usage-limit-detect.mjs 11ms (unchanged)
experiments/validate-fix.mjs 19ms (unchanged)
experiments/validate-fork-parsing-fix.mjs 20ms (unchanged)
experiments/validate-issue-159-fix.mjs 15ms (unchanged)
experiments/verify-actual-behavior.mjs 22ms (unchanged)
experiments/verify-all-options.mjs 28ms (unchanged)
experiments/verify-auto-continue-default.mjs 19ms (unchanged)
experiments/verify-final-fix.mjs 24ms (unchanged)
experiments/verify-image-url-survives-sanitizer.mjs 31ms (unchanged)
package.json 4ms (unchanged)
README.hi.md 151ms (unchanged)
README.md 92ms (unchanged)
README.ru.md 77ms (unchanged)
README.zh.md 131ms (unchanged)
scripts/check-version.mjs 6ms (unchanged)
scripts/create-github-release.mjs 7ms (unchanged)
scripts/create-manual-changeset.mjs 7ms (unchanged)
scripts/detect-code-changes.mjs 26ms (unchanged)
scripts/format-github-release.mjs 6ms (unchanged)
scripts/format-release-notes.mjs 23ms (unchanged)
scripts/free-disk-space.mjs 4ms (unchanged)
scripts/helm-release.mjs 7ms (unchanged)
scripts/instant-version-bump.mjs 8ms (unchanged)
scripts/merge-changesets.mjs 8ms (unchanged)
scripts/npm-install-with-retry.mjs 11ms (unchanged)
scripts/preinstall-use-m-packages.mjs 17ms (unchanged)
scripts/preload-dind-isolation-image.mjs 18ms (unchanged)
scripts/publish-to-npm.mjs 12ms (unchanged)
scripts/run-tests.mjs 29ms (unchanged)
scripts/setup-npm.mjs 5ms (unchanged)
scripts/upload-sourcemaps.mjs 8ms (unchanged)
scripts/validate-changeset.mjs 16ms (unchanged)
scripts/version-and-commit.mjs 17ms (unchanged)
scripts/wait-for-npm.mjs 18ms (unchanged)
src/agent-commander.lib.mjs 61ms (unchanged)
src/agent-token-usage.lib.mjs 15ms (unchanged)
src/agent.lib.mjs 167ms (unchanged)
src/agent.prompts.lib.mjs 50ms (unchanged)
src/agents-md-claude-support.lib.mjs 22ms (unchanged)
src/anthropic-cost-accumulator.lib.mjs 5ms (unchanged)
src/anthropic-server-tool-pricing.lib.mjs 5ms (unchanged)
src/architecture-care.prompts.lib.mjs 13ms (unchanged)
src/argument-normalization.lib.mjs 17ms (unchanged)
src/attach-logs-guarantee.lib.mjs 11ms (unchanged)
src/auto-iteration-limits.lib.mjs 11ms (unchanged)
src/auto-language.lib.mjs 25ms (unchanged)
src/bidirectional-interactive.lib.mjs 199ms (unchanged)
src/bot-lifecycle.lib.mjs 15ms (unchanged)
src/bot-logger.lib.mjs 53ms (unchanged)
src/buildUserMention.lib.mjs 19ms (unchanged)
src/cancelled-ci-rerun.lib.mjs 56ms (unchanged)
src/claude-quiet-config.lib.mjs 20ms (unchanged)
src/claude.budget-stats.lib.mjs 158ms (unchanged)
src/claude.command-builder.lib.mjs 6ms (unchanged)
src/claude.cost.lib.mjs 16ms (unchanged)
src/claude.lib.mjs 146ms (unchanged)
src/claude.model-utils.lib.mjs 4ms (unchanged)
src/claude.prompts.lib.mjs 12ms (unchanged)
src/claude.resume-output.lib.mjs 3ms (unchanged)
src/claude.runtime-switch.lib.mjs 12ms (unchanged)
src/claude.session-transcript-repair.lib.mjs 9ms (unchanged)
src/claude.stderr.lib.mjs 3ms (unchanged)
src/claude.stream-events.lib.mjs 6ms (unchanged)
src/claude.thinking-block-recovery.lib.mjs 7ms (unchanged)
src/cleanup.lib.mjs 40ms (unchanged)
src/cleanup.mjs 48ms (unchanged)
src/cleanup.os.lib.mjs 102ms (unchanged)
src/cli-arguments.lib.mjs 8ms (unchanged)
src/codex-health.lib.mjs 14ms (unchanged)
src/codex.lib.mjs 167ms (unchanged)
src/codex.options.lib.mjs 6ms (unchanged)
src/codex.prompts.lib.mjs 10ms (unchanged)
src/config.lib.mjs 57ms (unchanged)
src/configure-claude.lib.mjs 25ms (unchanged)
src/configure-claude.mjs 3ms (unchanged)
src/confirmation.lib.mjs 6ms (unchanged)
src/context-fill.lib.mjs 5ms (unchanged)
src/contributing-guidelines.lib.mjs 21ms (unchanged)
src/critical-error-commit.lib.mjs 6ms (unchanged)
src/exit-handler.lib.mjs 21ms (unchanged)
src/experiments-examples.prompts.lib.mjs 10ms (unchanged)
src/external-review-limit.lib.mjs 7ms (unchanged)
src/gemini.lib.mjs 66ms (unchanged)
src/gemini.prompts.lib.mjs 10ms (unchanged)
src/git.lib.mjs 20ms (unchanged)
src/github-cost-info.lib.mjs 8ms (unchanged)
src/github-entity-validation.lib.mjs 24ms (unchanged)
src/github-error-reporter.lib.mjs 19ms (unchanged)
src/github-issue-auto-close.lib.mjs 14ms (unchanged)
src/github-linking.lib.mjs 11ms (unchanged)
src/github-merge-ci-signals.lib.mjs 35ms (unchanged)
src/github-merge-ci.lib.mjs 78ms (unchanged)
src/github-merge-issue-close.lib.mjs 8ms (unchanged)
src/github-merge-ready-sync.lib.mjs 17ms (unchanged)
src/github-merge-repo-actions.lib.mjs 26ms (unchanged)
src/github-merge-targets.lib.mjs 28ms (unchanged)
src/github-merge.lib.mjs 101ms (unchanged)
src/github-rate-limit.lib.mjs 27ms (unchanged)
src/github-repository-names.lib.mjs 5ms (unchanged)
src/github-terminal-state.lib.mjs 17ms (unchanged)
src/github.batch.lib.mjs 18ms (unchanged)
src/github.graphql.lib.mjs 14ms (unchanged)
src/github.lib.mjs 159ms (unchanged)
src/handoff-skill.lib.mjs 24ms (unchanged)
src/handoff.prompts.lib.mjs 5ms (unchanged)
src/hive-screens.lib.mjs 46ms (unchanged)
src/hive-screens.mjs 2ms (unchanged)
src/hive.bootstrap.lib.mjs 5ms (unchanged)
src/hive.config.lib.mjs 14ms (unchanged)
src/hive.mjs 163ms (unchanged)
src/hive.recheck.lib.mjs 8ms (unchanged)
src/hive.shutdown.lib.mjs 10ms (unchanged)
src/i18n.lib.mjs 12ms (unchanged)
src/instrument.mjs 11ms (unchanged)
src/interactive-codex-events.lib.mjs 13ms (unchanged)
src/interactive-image-render.lib.mjs 11ms (unchanged)
src/interactive-image-upload.lib.mjs 23ms (unchanged)
src/interactive-mcp-status.lib.mjs 6ms (unchanged)
src/interactive-mode.lib.mjs 95ms (unchanged)
src/interactive-mode.shared.lib.mjs 17ms (unchanged)
src/interactive-system-events.lib.mjs 19ms (unchanged)
src/interruptible-sleep.lib.mjs 4ms (unchanged)
src/isolation-runner.lib.mjs 84ms (unchanged)
src/lenv-reader.lib.mjs 12ms (unchanged)
src/lib.mjs 64ms (unchanged)
src/limits-i18n.lib.mjs 14ms (unchanged)
src/limits-subscription.lib.mjs 18ms (unchanged)
src/limits.lib.mjs 111ms (unchanged)
src/lino.lib.mjs 14ms (unchanged)
src/list-solution-drafts.lib.mjs 4ms (unchanged)
src/live-input-capabilities.lib.mjs 8ms (unchanged)
src/local-ci-checks.lib.mjs 20ms (unchanged)
src/log-upload.lib.mjs 25ms (unchanged)
src/memory-check.mjs 26ms (unchanged)
src/model-info.lib.mjs 5ms (unchanged)
src/models/index.mjs 59ms (unchanged)
src/opencode.lib.mjs 45ms (unchanged)
src/opencode.prompts.lib.mjs 9ms (unchanged)
src/option-suggestions.lib.mjs 23ms (unchanged)
src/playwright-mcp.lib.mjs 45ms (unchanged)
src/post-finish-sanitization-sweep.lib.mjs 13ms (unchanged)
src/pr-issue-linking.lib.mjs 8ms (unchanged)
src/process-debug.lib.mjs 42ms (unchanged)
src/protect-branch.mjs 14ms (unchanged)
src/queue-config.lib.mjs 14ms (unchanged)
src/queue-start-reservation.lib.mjs 3ms (unchanged)
src/qwen.lib.mjs 61ms (unchanged)
src/qwen.prompts.lib.mjs 11ms (unchanged)
src/review.mjs 33ms (unchanged)
src/reviewers-hive.mjs 37ms (unchanged)
src/sentry.lib.mjs 14ms (unchanged)
src/session-monitor.lib.mjs 82ms (unchanged)
src/session-resume.lib.mjs 14ms (unchanged)
src/session-status.lib.mjs 6ms (unchanged)
src/session-store.lib.mjs 12ms (unchanged)
src/solve-option-contract.prompts.lib.mjs 2ms (unchanged)
src/solve.accept-invite.lib.mjs 8ms (unchanged)
src/solve.auto-continue.lib.mjs 47ms (unchanged)
src/solve.auto-ensure.lib.mjs 8ms (unchanged)
src/solve.auto-merge-helpers.lib.mjs 53ms (unchanged)
src/solve.auto-merge.lib.mjs 89ms (unchanged)
src/solve.auto-pr-compare-readiness.lib.mjs 19ms (unchanged)
src/solve.auto-pr-fork-diagnostic.lib.mjs 5ms (unchanged)
src/solve.auto-pr-placeholder.lib.mjs 24ms (unchanged)
src/solve.auto-pr.lib.mjs 92ms (unchanged)
src/solve.bootstrap.lib.mjs 4ms (unchanged)
src/solve.branch-divergence.lib.mjs 36ms (unchanged)
src/solve.branch-errors.lib.mjs 22ms (unchanged)
src/solve.branch.lib.mjs 32ms (unchanged)
src/solve.config.lib.mjs 35ms (unchanged)
src/solve.disk-diagnostics.lib.mjs 17ms (unchanged)
src/solve.error-handlers.lib.mjs 34ms (unchanged)
src/solve.escalate.lib.mjs 41ms (unchanged)
src/solve.execution.lib.mjs 34ms (unchanged)
src/solve.feedback.lib.mjs 40ms (unchanged)
src/solve.finalize.lib.mjs 3ms (unchanged)
src/solve.fork-detection.lib.mjs 17ms (unchanged)
src/solve.fork-sync.lib.mjs 46ms (unchanged)
src/solve.interrupt.lib.mjs 4ms (unchanged)
src/solve.keep-working.detect.lib.mjs 10ms (unchanged)
src/solve.keep-working.lib.mjs 17ms (unchanged)
src/solve.minimal-restart-prompt.lib.mjs 6ms (unchanged)
src/solve.mjs 122ms (unchanged)
src/solve.pr-base-command-intervention.lib.mjs 5ms (unchanged)
src/solve.pr-base-guard.lib.mjs 14ms (unchanged)
src/solve.pre-pr-failure-notifier.lib.mjs 13ms (unchanged)
src/solve.preparation.lib.mjs 12ms (unchanged)
src/solve.progress-monitoring.lib.mjs 20ms (unchanged)
src/solve.repo-setup.lib.mjs 23ms (unchanged)
src/solve.repository-recovery-message.lib.mjs 6ms (unchanged)
src/solve.repository-safety.lib.mjs 10ms (unchanged)
src/solve.repository.lib.mjs 99ms (unchanged)
src/solve.resource-diagnostics.lib.mjs 29ms (unchanged)
src/solve.restart-shared.lib.mjs 24ms (unchanged)
src/solve.results.lib.mjs 78ms (unchanged)
src/solve.resume-command.lib.mjs 3ms (unchanged)
src/solve.session.lib.mjs 12ms (unchanged)
src/solve.validation.lib.mjs 23ms (unchanged)
src/solve.watch.lib.mjs 46ms (unchanged)
src/start-screen.mjs 27ms (unchanged)
src/sub-session-size.lib.mjs 13ms (unchanged)
src/system-cleanup-estimates.lib.mjs 22ms (unchanged)
src/task.agent-command.lib.mjs 5ms (unchanged)
src/task.config.lib.mjs 10ms (unchanged)
src/task.issue-creation.lib.mjs 16ms (unchanged)
src/task.mjs 29ms (unchanged)
src/task.split.lib.mjs 14ms (unchanged)
src/telegram-accept-invitations.lib.mjs 18ms (unchanged)
src/telegram-auth-command.lib.mjs 33ms (unchanged)
src/telegram-bot-launcher.lib.mjs 9ms (unchanged)
src/telegram-bot.mjs 152ms (unchanged)
src/telegram-command-execution.lib.mjs 29ms (unchanged)
src/telegram-isolation.lib.mjs 12ms (unchanged)
src/telegram-language-command.lib.mjs 9ms (unchanged)
src/telegram-leak-notifier.lib.mjs 4ms (unchanged)
src/telegram-log-command.lib.mjs 21ms (unchanged)
src/telegram-markdown.lib.mjs 9ms (unchanged)
src/telegram-merge-command.lib.mjs 41ms (unchanged)
src/telegram-merge-queue.lib.mjs 106ms (unchanged)
src/telegram-merge-wait.lib.mjs 6ms (unchanged)
src/telegram-message-filters.lib.mjs 11ms (unchanged)
src/telegram-safe-reply.lib.mjs 39ms (unchanged)
src/telegram-show-limits.lib.mjs 38ms (unchanged)
src/telegram-solve-command.lib.mjs 32ms (unchanged)
src/telegram-solve-queue-command.lib.mjs 27ms (unchanged)
src/telegram-solve-queue.helpers.lib.mjs 79ms (unchanged)
src/telegram-solve-queue.lib.mjs 212ms (unchanged)
src/telegram-start-stop-command.lib.mjs 46ms (unchanged)
src/telegram-subscribers.lib.mjs 13ms (unchanged)
src/telegram-task-command.lib.mjs 21ms (unchanged)
src/telegram-terminal-watch-command.lib.mjs 61ms (unchanged)
src/telegram-tokens-command.lib.mjs 11ms (unchanged)
src/telegram-top-command.lib.mjs 18ms (unchanged)
src/telegram-ui-messages.lib.mjs 10ms (unchanged)
src/thinking-prompt.lib.mjs 4ms (unchanged)
src/token-sanitization.lib.mjs 39ms (unchanged)
src/tool-comments.lib.mjs 12ms (unchanged)
src/tool-connection-validation.lib.mjs 2ms (unchanged)
src/tool-retry.lib.mjs 17ms (unchanged)
src/tool-run-health.lib.mjs 5ms (unchanged)
src/unicode-sanitization.lib.mjs 3ms (unchanged)
src/usage-limit.lib.mjs 28ms (unchanged)
src/use-m-bootstrap.lib.mjs 4ms (unchanged)
src/use-with-retry.lib.mjs 6ms (unchanged)
src/useless-tools.lib.mjs 14ms (unchanged)
src/version-info.lib.mjs 114ms (unchanged)
src/version.lib.mjs 7ms (unchanged)
src/work-language.prompts.lib.mjs 8ms (unchanged)
src/work-session-formatting.lib.mjs 16ms (unchanged)
src/working-session.lib.mjs 8ms (unchanged)
src/yargs-factory.lib.mjs 2ms (unchanged)
src/youtrack/solve.youtrack.lib.mjs 6ms (unchanged)
src/youtrack/youtrack-sync.mjs 13ms (unchanged)
src/youtrack/youtrack.lib.mjs 24ms (unchanged)
tests/docs-validation.mjs 10ms (unchanged)
tests/format-tool-execution-failure-1845.test.mjs 18ms (unchanged)
tests/github-issue-auto-close.test.mjs 22ms (unchanged)
tests/github-rate-limit.test.mjs 35ms (unchanged)
tests/handoff-prompt.test.mjs 134ms (unchanged)
tests/integration-guard.mjs 3ms (unchanged)
tests/interruptible-sleep.test.mjs 12ms (unchanged)
tests/limits-display.test.mjs 124ms (unchanged)
tests/model-info.test.mjs 64ms (unchanged)
tests/playwright-mcp-cleanup.test.mjs 13ms (unchanged)
tests/playwright-mcp-prompts.test.mjs 44ms (unchanged)
tests/pr-closes-issue.test.mjs 17ms (unchanged)
tests/queue-config.test.mjs 27ms (unchanged)
tests/solve-auto-continue-detection-1895.test.mjs 13ms (unchanged)
tests/solve-queue-reject.test.mjs 17ms (unchanged)
tests/solve-queue-tool-tracking.test.mjs 19ms (unchanged)
tests/solve-queue.test.mjs 82ms (unchanged)
tests/telegram-show-limits.test.mjs 24ms (unchanged)
tests/test-accept-invites-output.mjs 15ms (unchanged)
tests/test-action-required-ci-stuck-1466.mjs 17ms (unchanged)
tests/test-active-branch-runs-buffer-1722.mjs 12ms (unchanged)
tests/test-activity-timeout-1510.mjs 15ms (unchanged)
tests/test-agent-budget-stats-1526.mjs 41ms (unchanged)
tests/test-agent-commander-option.mjs 24ms (unchanged)
tests/test-agent-error-detection.mjs 31ms (unchanged)
tests/test-agent-model-validation.mjs 11ms (unchanged)
tests/test-agent-token-usage.mjs 52ms (unchanged)
tests/test-agent-verbose-env.mjs 3ms (unchanged)
tests/test-agents-md-claude-support.mjs 21ms (unchanged)
tests/test-attach-logs-safety-net-1952.mjs 13ms (unchanged)
tests/test-auto-accept-invite-1373.mjs 20ms (unchanged)
tests/test-auto-delete-branch-on-merge-401.mjs 8ms (unchanged)
tests/test-auto-init-repository.mjs 23ms (unchanged)
tests/test-auto-input-until-mergeable-1708.mjs 17ms (unchanged)
tests/test-auto-language.mjs 8ms (unchanged)
tests/test-auto-merge-permissions.mjs 10ms (unchanged)
tests/test-auto-report-issue.mjs 8ms (unchanged)
tests/test-auto-restart-consistency-1567.mjs 23ms (unchanged)
